发信人,时间,内容
谁是小溜溜！,2018/7/1 10:01,昨天的单。
怪你过分美丽,2018/7/1 10:01,@宝信伟业装饰?[强][强][强][强][强][强][强]
小滴管理员-花花,2018/7/1 10:01,@老张 哥，我了解，我会把您说明的情况记下，之后技术人员也会对于这方面加以改进的
心如大漠,2018/7/1 10:01,@雨晨17710173827?
姚亚磊京N6Y0A8    13552700934,2018/7/1 10:01,@雨晨17710173827?
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:01,你刁
庆华,2018/7/1 10:01,你说哪个地方可以看差评我怎么看不到不会看啊你是在哪个页面里去看差评啊，
姚亚磊京N6Y0A8    13552700934,2018/7/1 10:01,你没在找个媳妇就亏了
心如大漠,2018/7/1 10:01,你没在找个媳妇就亏了
弓力,2018/7/1 10:01,对的是应该改进，哈哈，
高大章,2018/7/1 10:01,选单都是一口价，超过15公里就没有远程费
谁是小溜溜！,2018/7/1 10:01,这样搞我的话我的查不出他是谁了，嗯，嗯我又懒得去找我队长去看这个记录，
廖绪辉,2018/7/1 10:01,小艾下班啦，哥哥们有问题老规矩私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，到家后早点休息哈，明天天气：雷阵雨转中雨，微风3级，25°~34°，咱们明天见哦[再见]
飍（二）,2018/7/1 10:01,@小滴客服 - 小美?在吗
飍（二）,2018/7/1 10:01,@小滴客服 - 小美?在吗
龙睿,2018/7/1 10:01,一天少了一天的垃圾，那你知道我最后这两单都是多少钱吗，都是七八十块钱的，
谁是小溜溜！,2018/7/1 10:01,谷雨啊
灿烂人生,2018/7/1 10:01,大家每个单元格发出两年少了一员了根本的我们也有这单，那我们两个也没人的吗？
A黄国庆,2018/7/1 10:02,@独行侠?
谁是小溜溜！,2018/7/1 10:02,今天他妈的收了个差评我早上提了，我看一下有没有身份就看那个有个差评，昨天的单给，会过的十二点才给的我都不知道这个也是会被人报复啊他妈的给单都不敢当他怕我们查的差的吧，
谁是小溜溜！,2018/7/1 10:02,或者让你们队长帮你看看
小高,2018/7/1 10:02,有没有被抓到的
笑看人生,2018/7/1 10:02,有小明弟弟在怕啥
龙睿,2018/7/1 10:02,开车的打瞌睡哦，开了鼻子也没的开了开了，后面，
A黄国庆,2018/7/1 10:02,完了之后系统会给你发了一条消息，你想死吧，
小高,2018/7/1 10:02,有没有被抓到的
小滴客服 - 小美,2018/7/1 10:02,@飍（二） 您说我在的
小滴客服 - 小美,2018/7/1 10:02,@飍（二） 您说我在的
庆华,2018/7/1 10:02,应该可以看得到是吧没注意了不知道怎么看没看过我只看到那个流水的那个金额，那叫什么排第几，那个什么差别呢不知道在哪里看，
龙睿,2018/7/1 10:02,那七月份出来实习了，
衡希,2018/7/1 10:02,澳门，这么帮他的，
小滴管理员-沫沫,2018/7/1 10:02,哥哥姐姐们，我要下班啦[调皮]，辛苦一天啦，大家也早点回去休息晚安咯[月亮]最近天气比较热注意防暑多喝水[玫瑰][玫瑰]
小滴管理员-沫沫,2018/7/1 10:02,哥哥姐姐们，我要下班啦[调皮]，辛苦一天啦，大家也早点回去休息晚安咯[月亮]最近天气比较热注意防暑多喝水[玫瑰][玫瑰]
小滴管理员-沫沫,2018/7/1 10:02,哥哥姐姐们，我要下班啦[调皮]，辛苦一天啦，大家也早点回去休息晚安咯[月亮]最近天气比较热注意防暑多喝水[玫瑰][玫瑰]
跪下  叫爷,2018/7/1 10:02,:one:?   职业 打印正副   P图 头像打印:two:?速度快，服务好，售后有保障！行驶证，驾驶证邮寄。[悠闲]长期出NZT  各种模拟跑 [發]人车秒 [發]人车秒 
高大章,2018/7/1 10:02,东站我才不得怕，随便停，东站的电子眼我朋友在管，有我的违章直接就删了
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:02,那样你应该叫小明大爷，你要把他供好了。
衡希,2018/7/1 10:02,小白的意思他有什么关系啊，我老实到什么啊老师，
笑看人生,2018/7/1 10:02,@黄埔区粤A8J1Z5毛林锋?你上鸡场都是秒响鸡蛋，我都是鹅蛋[偷笑][偷笑]
飍（二）,2018/7/1 10:03,我所有没付车费的单子申诉全失败
飍（二）,2018/7/1 10:03,我所有没付车费的单子申诉全失败
赵通宇,2018/7/1 10:03,等着吧，直接他妈拉派出所去，直接往派出所拉，完事儿了，把门一锁了派出所了派出所他不管你网页车什么车的他只管这个这个按键，
衡希,2018/7/1 10:03,我一个到这了啊，
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:03,[憨笑]
冒险王,2018/7/1 10:03,下次在没钱啊你微信转点钱比如说给你，给你五零你不应该转五十让他支付一下就行了，平台哪个，速写你也能说，到时候在什么派牛伟丽你麻烦了，
独行侠,2018/7/1 10:03,昨天在我之前他们被一个女司机给扔半道上，那女司机还不给结束订单
飍（二）,2018/7/1 10:04,我现在手机用的全是滴滴导航，高德一次都没用过，都是规规矩矩的行驶，可平台就是不给垫付。
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:04,我的是鹌鹑蛋，你的是鸡鸡蛋
A黄国庆,2018/7/1 10:04,那几个傻逼肯定又穿的女司机，能办到的事情的，没打他都好了，
飍（二）,2018/7/1 10:04,我现在手机用的全是滴滴导航，高德一次都没用过，都是规规矩矩的行驶，可平台就是不给垫付。
A黄国庆,2018/7/1 10:04,跟你说的那三个男的肯定比较清楚的那种记忆，
谢永恒13052247001,2018/7/1 10:04,我个人估计是平台故意的 一共7项 轮流的来的 只有人车不符 其余6项是轮流的 这是平台故意在提醒我们 保持好的服务  我就是服务再好这个都会降的 但是升的也快 反正优享服务分也没什么用 就是不好看
高大章,2018/7/1 10:04,豁你爪子嘛
谢永恒13052247001,2018/7/1 10:05,别人点了扣4分 
开心,2018/7/1 10:05,哎呀这个北京，北京西站北广场天天都有查的，最后那个桥底下走地下通道那一块儿天天有，你什么时候去什么时候你在那个桥上落课都得整进去，这个不用有任何这种怨言，这个很好看的，
武六七,2018/7/1 10:05,我应该只能跑到月底了   月底精英跑不了啦   以后可以睡懒觉了
快车,2018/7/1 10:05,@高大章13348894873?
独行侠,2018/7/1 10:06,哪还是没有，拼车单女司机不让上三个人，拉着走了几百米让他们下车了
笑看人生,2018/7/1 10:06,[呲牙][呲牙]
小滴管理员-小月月,2018/7/1 10:06,谷雨里面可以看到被投诉的订单，被差评价的订单
小滴客服 - 小美,2018/7/1 10:06,@飍（二） 您把所有单都二次申诉下，我们也会帮助您跟进下。
小滴客服 - 小美,2018/7/1 10:06,@飍（二） 您把所有单都二次申诉下，我们也会帮助您跟进下。
  大明,2018/7/1 10:06,刚才不给改了啊，我还中吧找地方呆着哈敦一排就趴着别动啊，ｏｋ了么，到了三分钟过去不可干，
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:06,帐号问题，昨晚一帮司机，有机单都不派的，有一直派花都的
放,2018/7/1 10:06,你醒了没？
饭团,2018/7/1 10:06,他妈的这就是设置的顺路单回家的操他妈的这也叫顺路带吗？
谢永恒13052247001,2018/7/1 10:07,100单自动恢复的 
心想事成,2018/7/1 10:07,[握手][握手]
渣渣廣,2018/7/1 10:07,我讲的话就没有讲话那个，当然另外除了五点钟有人打不打折到基本上你看哪个吊顶有人打车到机场，么老子回来了打车到机场的话有机场大巴，二十九个人都大把，
Kevin Guo,2018/7/1 10:07,操他奶奶的这是咋回事儿你妈的谁他妈的把，打啼哭他么的破了之后还坐着呢那我操，
飍（二）,2018/7/1 10:07,我还是城市英雄，半年了我就有一天平台经过我多次申诉和给你们打电话才给我垫付了三笔，其它的订单从来都没付过，难道都是作弊订单吗？城市英雄级别享受的两个小时垫付功能也没有用啊？
武六七,2018/7/1 10:07,@舍得?中年大叔  该睡觉了
飍（二）,2018/7/1 10:07,我还是城市英雄，半年了我就有一天平台经过我多次申诉和给你们打电话才给我垫付了三笔，其它的订单从来都没付过，难道都是作弊订单吗？城市英雄级别享受的两个小时垫付功能也没有用啊？
Kevin Guo,2018/7/1 10:07,先回他妈的我早发现他吗他让我老婆发现了老子他娘的，跳到黄河的学琴了，
  大明,2018/7/1 10:07,嗯现在有一种后盾我会的ｏｋ了么，还拍单员的话一个，
小鱼儿,2018/7/1 10:07,@小滴客服 - 小美?我的分能申诉回来吗？
小鱼儿,2018/7/1 10:07,@小滴客服 - 小美?我的分能申诉回来吗？
Kevin Guo,2018/7/1 10:07,所以她妈把打底裤脱车上我擦那男的是昨天晚上那一男一女的妈的后面瞎搞吧，
教授,2018/7/1 10:08,小艾下班啦，哥哥们有问题老规矩私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，到家后早点休息哈，明天天气：雷阵雨转中雨，微风3级，25°~34°，咱们明天见哦[再见]
放,2018/7/1 10:08,我是回不来
A黄国庆,2018/7/1 10:08,不拉了我要睡个觉到处都是查车的，
高大章,2018/7/1 10:08,信息量太大了，比如你要干，要把你的车牌报过去，有车遭了他还要去对车牌
寳寳达人,2018/7/1 10:08,那真的是我马尔开车子都在抓瞌睡啊我好点了达到高中好几八十才去我那么爱不停眨眼睛，吃槟榔抽烟嚼口香糖和咖啡红牛或者啥子沟安了，
A黄国庆,2018/7/1 10:08,那当然自己小心点安全，
灿烂人生,2018/7/1 10:08,那车他妈那不是飞机是车来的，妈妈个嗨的敢这样做操他妈个逼呀，
高大章,2018/7/1 10:08,我现在只报了4个车牌给他
",",2018/7/1 10:08,牛逼不？
Kevin Guo,2018/7/1 10:09,真的吗大千世界无奇不有啊，
谁是小溜溜！,2018/7/1 10:09,不牛逼
喝着脉动割动脉,2018/7/1 10:09,@A黄国庆?
谁是小溜溜！,2018/7/1 10:09,我比你高一点
Kevin Guo,2018/7/1 10:09,小鱼儿要帮我联系下是谁的打底裤忘记拿了，
A黄国庆,2018/7/1 10:09,在呢在呢，在路上回家的路上，
Kevin Guo,2018/7/1 10:09,ｙｙ谁把打底裤丢了车上呢我去，
喝着脉动割动脉,2018/7/1 10:09,哪有查
"S,",2018/7/1 10:09,小艾下班啦，哥哥们有问题老规矩私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，到家后早点休息哈，明天天气：雷阵雨转中雨，微风3级，25°~34°，咱们明天见哦[再见]
飍（二）,2018/7/1 10:09,@小滴客服 - 小美?太多了我都申诉不过来啊
飍（二）,2018/7/1 10:09,@小滴客服 - 小美?太多了我都申诉不过来啊
A黄国庆,2018/7/1 10:09,呃呃，
Kevin Guo,2018/7/1 10:09,这都是什么人呢他妈的自己爽了拉倒了你妈得跟我了，
",",2018/7/1 10:09,最高了
高大章,2018/7/1 10:09,还有就是他们也有任务，每个月必须要逮好多
A黄国庆,2018/7/1 10:09,一场车站现在都有然后就控制法吃了，那个记者这一块，
",",2018/7/1 10:09,你还能上天
dmddxs,2018/7/1 10:09,不说他跑了也不行啊他大的车还跑的了他啊，
A黄国庆,2018/7/1 10:09,前几天肯定会特别简单然后大家销售，
",",2018/7/1 10:10,高191经验值吗？
谁是小溜溜！,2018/7/1 10:10,[抠鼻]高百分之二。
哇塞～楠哥,2018/7/1 10:10,@小滴管理员-小明?
独行侠,2018/7/1 10:10,我休息几天，看你们拉
A黄国庆,2018/7/1 10:11,你可以联系啊，
飍（二）,2018/7/1 10:11,每天都有二三百元的订单不结帐，有的是乘客下次用车时才付，可有的不坐车那就长时间不付了。
飍（二）,2018/7/1 10:11,每天都有二三百元的订单不结帐，有的是乘客下次用车时才付，可有的不坐车那就长时间不付了。
高大章,2018/7/1 10:11,头天报4个车牌给他，第二天有个就遭了[偷笑]直接删[呲牙]
A黄建华沪C6K2R1，18017116680,2018/7/1 10:11,虹桥跑的
开心,2018/7/1 10:11,北京西站北广场有交通执法
渣渣廣,2018/7/1 10:11,呀早高峰啊我是林巴斯，我家住的大的人就是从小区健身送到大场地铁站然后再回校去接人再送到档案的人就来回接人送过来竟然送过来送过来就一直往底下走，
高会祥（17502166131）,2018/7/1 10:11,革命尚未成功，同志仍需努力！只要人没病，车没修，生活就要朝前进！
自强不息 ェ,2018/7/1 10:11,嗯嗯 
自强不息 ェ,2018/7/1 10:11,总算快熬到头了
A黄建华沪C6K2R1，18017116680,2018/7/1 10:11,4点
桑秋多吉,2018/7/1 10:11,没钱等他有钱之后再支付，不去也行啊，
桑秋多吉,2018/7/1 10:11,我觉得最好别首先你说见你的话到时候他投诉你，一个人，
Kevin Guo,2018/7/1 10:11,看我车的后排空间大的么的字都在后面自由发挥了，
桑秋多吉,2018/7/1 10:11,期待机房都不能去，
小滴管理员-小月月,2018/7/1 10:12,@Kevin Guo 快扔了吧
谁是小溜溜！,2018/7/1 10:12,[擦汗]@bing.lv?还是你牛逼
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:12,干嘛南哥
快车,2018/7/1 10:12,跑锤子哇跑，一个小时27
笑看人生,2018/7/1 10:12,我昨晚那么晚过去，一进门就来了，停车费都不用[呲牙]
快车,2018/7/1 10:12,下班了
bing.lv,2018/7/1 10:12,百分之九十九[憨笑]
王有胜17502119313,2018/7/1 10:12,@谢永恒13052247001?
王有胜17502119313,2018/7/1 10:12,干多少了
笑看人生,2018/7/1 10:12,不过接了个神经病
独行侠,2018/7/1 10:12,可以啊
独行侠,2018/7/1 10:13,明天还限号呢
笑看人生,2018/7/1 10:13,在快到家5.5公里处硬要下车
bing.lv,2018/7/1 10:13,回家睡觉，心累。还是晚上出来混机场简单
A黄国庆,2018/7/1 10:13,于是变成，
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:13,妈的，晚上12点过后还在高速路上就会想啊
",",2018/7/1 10:13,白天车多，钓鱼钓不到
笑看人生,2018/7/1 10:13,他老婆和俩女儿拉都拉不住他，无语，只能报备
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 10:13,你拉住他嘛
谢永恒13052247001,2018/7/1 10:13,@王有胜17502119313?
",",2018/7/1 10:14,小单又多
笑看人生,2018/7/1 10:14,还说要报警抓我
独行侠,2018/7/1 10:14,电车会限号？
阳光,2018/7/1 10:14,从里面还有个干活吗？
#NAME?,2018/7/1 10:14,兄弟们，大家都积灵点，注意安全！今天第一天严查。
阳光,2018/7/1 10:14,刚才听了一些音乐大家一个抢单的都没有，
开心,2018/7/1 10:14,哎呀可怜的我们的是多么的无辜，我们如果她看了衣服我们揍他一顿的话属于袭警啊我们他做我们一定我们无处说理去，所以就尽量的别让她逮到带到要想暴力抗法的话直接就创始压力，
笑看人生,2018/7/1 10:14,原因就是没有走机场高速
A黄国庆,2018/7/1 10:14,我靠你这休多少天啊半个月，
谢永恒13052247001,2018/7/1 10:15,104单了
阳光,2018/7/1 10:15,看样子分成是真够劲的啊以前你一打开说的出来就没，飞机场火车站，那现在没人抢，
